doc_id,para_id,author,paragraph
10D,10D_34,A,"One of the people who I encouraged to put her hat in the ring is an Australian born Chinese. She's 24. She's female. She's bilingual. She's tech-savvy. She's an entrepreneur. She's got all of these things that we just didn't have - and a lot of people sitting around the board going, but she's very young and [inaudible] 00:09:58 go, yep. But that's okay. How's she going to learn unless we - and she will bring a completely different set of thinking to it. And she has."
10D,10D_35,Q,So she got on.
10D,10D_36,A,"She got on. Which is great. And it's fabulous. She's been a great contributor. She's very thoughtful, and she goes and solicits advice and coaching. But they will still - that particular board - and it changes a bit over time. It's still very much in, well, we've got to have the right mix of female/males. I just go, okay, well, possibly we do. But what are the things - what are the conversations we're having? We're constantly having conversations around technology and the interaction of young people with technology. And how do you create careers for people in this new age? And we're all 45 to 50+. This is <makes swishing sound>. So that's just an example of diversity can represent all sorts of different things."
10D,10D_37,Q,"Now, Participant, you'll be pleased to know the name of the title of the research is Beyond Gender."
10D,10D_38,A,Good. Okay. That's [overtalking] 00:11:03 -
10D,10D_39,Q,"So that's - you're right on - exactly. No, no, no, it's good. So you're right on. Would that young girl have got on - young woman have got on the board if you didn't advocate for her?"
10D,10D_4,A,Right. What are you looking for in the background? [Overtalking] 00:00:46 history or what -
10D,10D_40,A,"I don't know. I'm not sure. To be honest, there was a lot of candidates. There's a nominations committee and they control that. Possibly she would have, but -"
10D,10D_41,Q,Would she have applied?
10D,10D_42,A,"That's a good question. I'd have to ask - I didn't ask her. But I did go and see - I knew - because we'd - she was - we've got a funnel - we've got these stakeholder - it's a complicated structure. But anyway, I'd identified - said you should throw your hat in the ring. She said, I was thinking about it. What do you reckon? And I said, absolutely you should. As long as you get feedback, even If you fail, you're on the track. You're getting feedback, you're learning what do I need to do, how do I position myself. Whether she would have or not, I don't know. She probably would have."
10D,10D_43,Q,"Now we do have questions about selection. Given you're on it, do you want to go to those questions? Because it makes it work well."
10D,10D_44,A,"Sure. Yeah, yeah."
10D,10D_45,Q,So the selection committee you described; how does that manage diversity?
10D,10D_46,A,"It's more - they use a skills matrix. So they're more focussed on skills, to be fair. So that's just one example."
10D,10D_47,Q,"And the skills; are they things like legal, financial -"
10D,10D_48,A,"Yeah. They've already got a bunch of lawyers, a bunch of accountants, so that sort of thing -"
10D,10D_49,Q,I know. [So the sort of thing that] [Overtalking] 00:12:43 background -
10D,10D_5,Q,"So, software - but what's for-purpose?"
10D,10D_50,A,"Yeah, yeah. So it's sort of skills background. So yeah, education's obviously important. We're doing a lot more building, so in the last thing, well actually, we need someone with construction experience and stuff because we don't know. So it's that sort of thing. But it's skills and experience at this functional level as opposed to an engagement level. Which is what I was trying to get across. How do we understand the engagement of a different set of people? So the skills matrix is interesting, but the engagement matrix in mind is another dimension."
10D,10D_51,Q,Have you seen -
10D,10D_52,A,"No, I haven't seen [inaudible] 00:13:30 do that."
10D,10D_53,Q,I'll do a search and see if I can find [overtalking] 00:13:32 -
10D,10D_54,A,"That's just how I think about it, again. But you do see - sometimes you see - I just had a cup of coffee with a guy who wants me to join their board. We're having a chat and he was describing it as skills; we need someone in the - knows how to engage with big corporates and blah-blah-blah and do sales stuff. And I said, well, is that a skill or is that an experience? How do you experience that? So it is a skill and you can describe it as a skill - so I think some do, but they just call it a skill. I'm not - so it could be. I just think about it as experience. You can - you can't - people think about skills as functional things, but I think about it as - that engagement piece is more of an emotional passion - it's how you think, how you be, as opposed to what you learn. There's an element of it, as you'd understand. But it's just a different element."
10D,10D_55,Q,Yeah. So [overtalking] 00:14:40 -
10D,10D_56,A,"People would describe it often as, “Oh, we need someone with B2B experience.” Okay, so what do you mean by that? “Well, they've done sales and they know how to do a contract.” I said, well is that it or do they know how to have multiple relationships with multiple stakeholders and are very passionate about that in a massive corporate, to get a whole bunch of people to make decisions? Is that a skill that you can learn? Yeah, possibly. Or is that something that's actually more natural because you relate to people differently? You know, naturally, how - I don't know. It's probably - but I tend to think some of these things - it's where you answer the question and say, it's probably more the person than the experience that then - that, to me, is more of an engagement piece - but that’s how I think about it."
10D,10D_57,A,"For example, going back to [Gabrielle] 00:15:33, who's the young lady who [inaudible] 00:15:35. I can't have that experience. She grew up in a different era with a different background. And she's very passionate about that background and how to engage with those particular communities and how to - it's not a skill. It's just you have to have been there and you have to be passionate about it. Which she was and still is, obviously. So how do you find that?"
