,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
75,10D,10D_167,A,"Yeah. It's just another [overtalking] 00:42:56. [Long pause] but it's also think - so if I understand that right, it's thinking. So I sit on the board where I'm pretty sure one of the guys is - it is a guy - is on the autism spectrum. He's very literal and he's got a really good application of thinking around frameworks. Because he needs to - as part of this - I need to have it sit within a framework every time I think about it, otherwise it's not good for - and he's really quite constructive in certain conversations. In other conversations, it's hopeless. Because it's not [inaudible] 00:43:38 - so it's trying to manage that. But that's another form of diversity that really can be quite powerful. Managed appropriately.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'anger': 0.011, 'anticipation': 0.033, 'joy': 0.183, 'trust': 0.806}","['right,', 'Yeah.', 'sure', ""that's"", ""he's""]"
76,10D,10D_168,Q,Yeah. That would be really interesting because anxiety can be a problem -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.029, 'anticipation': 0.109, 'trust': 0.251, 'joy': 0.308, 'surprise': 0.6192}","['interesting', 'Yeah.', 'really', 'can', 'would']"
77,10D,10D_169,A,"Yep. That then brings out a manifest in different emotional responses. Which then can bring in tension to conflict. You know, all of a sudden, the whole constructive - I think you've got to have a bit of tension in certain conversations to healthily debate. But it's a challenge to make sure it's managed and -","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.036, 'joy': 0.20400000000000001, 'trust': 0.801}","['Yep.', 'sure', 'know,', ""it's"", ""it's""]"
78,10D,10D_17,A,Well it's a private company. It's raised some money and has a small number of shareholders.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.011, 'joy': 0.185, 'trust': 0.845}","['Well', ""It's"", ""it's"", 'shareholders.', 'private']"
79,10D,10D_170,Q,Yeah. So help to manage that would be good.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.011, 'anticipation': 0.028, 'joy': 0.212, 'trust': 0.788}","['good.', 'Yeah.', 'help', 'manage', 'be']"
80,10D,10D_171,A,Yeah.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.171, 'trust': 0.8700000000000001}",['Yeah.']
81,10D,10D_172,Q,"When identifying potential new members, you've talked about - okay, we'll move on. Do people inside the board influence your selection process? Yeah. How does your subcommittee work with a head hunter or whatever you'd call them?","{'sadness': 0, 'anger': 0, 'fear': 0.005, 'disgust': 0.028, 'surprise': 0.043, 'joy': 0.181, 'trust': 0.28900000000000003, 'anticipation': 0.495}","['process?', 'them?', 'whatever', 'does', 'How']"
82,10D,10D_173,A,It just depends on the circumstances again.,"{'anger': 0, 'surprise': 0, 'disgust': 0.001, 'sadness': 0.003, 'fear': 0.035, 'joy': 0.245, 'trust': 0.336, 'anticipation': 0.42200000000000004}","['depends', 'circumstances', 'just', 'again.', 'It']"
83,10D,10D_174,Q,"It really varies, does it?","{'sadness': 0, 'anger': 0, 'disgust': 0.02, 'fear': 0.054, 'joy': 0.091, 'trust': 0.17800000000000002, 'anticipation': 0.28800000000000003, 'surprise': 0.6582}","['it?', 'does', 'varies,', 'really', 'It']"
84,10D,10D_175,A,Yeah.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.171, 'trust': 0.8700000000000001}",['Yeah.']
85,10D,10D_176,Q,"Okay. Of course, you did talk about that enough then. Do you feel [inaudible] 00:44:43 [long pause]? Okay. Do you feel that tensions can arise in the board selection process, for example, between, on the one hand, trying to obtain a collegiate fit and, on the other, trying to avoid group think? So this is, once again, focussed on problem solving, thinking. So collegiate fit; that they'll work - even with your diverse picture of culture and we don’t want to have everyone thinking the same way.","{'sadness': 0, 'anger': 0, 'fear': 0.033, 'disgust': 0.054, 'anticipation': 0.1, 'surprise': 0.102, 'joy': 0.233, 'trust': 0.519}","['think?', 'can', 'did', 'pause]?', 'same']"
86,10D,10D_177,A,So what's the question?,"{'anger': 0, 'sadness': 0.002, 'disgust': 0.061, 'fear': 0.075, 'joy': 0.091, 'trust': 0.091, 'anticipation': 0.262, 'surprise': 0.7395999999999999}","[""what's"", 'question?', 'So', 'the']"
87,10D,10D_178,Q,"Do you feel that tensions can arise in the board selection process because of - some people want collegiate fit and are looking for that culture. And it could be a diverse culture. And others looking at, right, how do they think? We want someone who can think really differently.","{'sadness': 0, 'anger': 0, 'disgust': 0, 'fear': 0.05, 'joy': 0.053, 'surprise': 0.112, 'trust': 0.243, 'anticipation': 0.5840000000000001}","['could', 'think?', 'want', 'want', 'can']"
88,10D,10D_179,A,"I can't answer that generically. I think it just - again, it will just depend on the situation, the board, how that conversation's structured, generally by the chair.","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'trust': 0.066, 'surprise': 0.069, 'joy': 0.219, 'anticipation': 0.38}","['generically.', ""can't"", 'situation,', 'answer', 'just']"
89,10D,10D_18,Q,But it's not listed.,"{'anticipation': 0.012, 'trust': 0.026, 'anger': 0.028, 'fear': 0.029, 'surprise': 0.085, 'joy': 0.087, 'sadness': 0.176, 'disgust': 0.5980000000000001}","['not', 'But', 'listed.', ""it's""]"
90,10D,10D_180,Q,"See, I'm thinking the way you describe diversity - see, this is a - I think the way you describe diversity resolves that tension.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.02, 'anticipation': 0.021, 'joy': 0.23099999999999998, 'trust': 0.769}","[""I'm"", 'resolves', 'tension.', 'think', 'thinking']"
91,10D,10D_181,A,It should.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.014, 'disgust': 0.021, 'joy': 0.192, 'trust': 0.813}","['should.', 'It']"
92,10D,10D_182,Q,"This is a tension that's in the literature, so it's not -","{'anger': 0.01, 'anticipation': 0.015, 'fear': 0.038, 'surprise': 0.075, 'trust': 0.086, 'joy': 0.129, 'sadness': 0.167, 'disgust': 0.8994}","['not', ""it's"", 'tension', 'This', ""that's""]"
93,10D,10D_183,A,"Yeah, it should.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.004, 'disgust': 0.024, 'joy': 0.097, 'trust': 0.917}","['Yeah,', 'should.', 'it']"
94,10D,10D_184,Q,"I think the way you define it [long pause] encompasses both those things. Because you include personality and how that fits in with the culture - you don't want everyone the same - and the different values, [bases] 00:46:29 and all that sort of stuff that goes with it, plus the different ways people problem solve - you see that all as part of the diversity picture.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.023, 'anticipation': 0.031, 'disgust': 0.126, 'joy': 0.248, 'trust': 0.613}","['different', 'different', 'Because', 'same', 'things.']"
95,10D,10D_185,A,Yeah.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.171, 'trust': 0.8700000000000001}",['Yeah.']
96,10D,10D_186,Q,So it's then - part of the broader question is how do the board manage diversity? Which we've talked about.,"{'sadness': 0, 'anger': 0, 'disgust': 0.048, 'fear': 0.058, 'joy': 0.141, 'trust': 0.189, 'anticipation': 0.211, 'surprise': 0.394}","['diversity?', 'how', 'is', 'Which', 'So']"
97,10D,10D_187,A,Yep.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.003, 'joy': 0.149, 'trust': 0.888}",['Yep.']
98,10D,10D_188,Q,"Okay, that's interesting, because that's a bias in the literature. From your definition of diversity. Do the boards that you're familiar with have any barriers to managing -","{'sadness': 0, 'fear': 0.019, 'surprise': 0.031, 'disgust': 0.031, 'anger': 0.033, 'anticipation': 0.108, 'joy': 0.201, 'trust': 0.618}","['have', ""that's"", ""that's"", 'diversity.', 'Do']"
99,10D,10D_189,A,"I’m not sure that it's - maybe it is a bias. But it's a way of thinking that [I don't get] 00:46:54. Because it's coming from more of a traditional framework - this is how it - well no, it's not. But maybe I'm thinking about it wrong. Anyway, I don't - I haven't read the literature.","{'anger': 0.027, 'sadness': 0.032, 'joy': 0.038, 'fear': 0.063, 'trust': 0.078, 'anticipation': 0.162, 'disgust': 0.266, 'surprise': 0.374}","['wrong.', 'not.', 'not', 'no,', 'maybe']"
100,10D,10D_19,A,Yeah. It's not a public company.,"{'anticipation': 0, 'fear': 0, 'surprise': 0.021, 'anger': 0.038, 'sadness': 0.065, 'joy': 0.104, 'trust': 0.203, 'disgust': 0.609}","['not', 'Yeah.', 'public', 'company.', ""It's""]"
101,10D,10D_190,Q,"No, no. There's no right or wrong - literature varies. It's just that some literature will - it depends on what paradigm you're working from.","{'anger': 0, 'sadness': 0.001, 'fear': 0.043, 'surprise': 0.072, 'joy': 0.109, 'anticipation': 0.126, 'disgust': 0.256, 'trust': 0.43500000000000005}","['no.', 'no', 'No,', 'wrong', 'varies.']"
102,10D,10D_191,A,True.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.001, 'disgust': 0.027, 'joy': 0.11800000000000001, 'trust': 0.895}",['True.']
103,10D,10D_192,Q,"But anyway, I'll be interested to connect your paper with your thinking with it. Do the boards that you're familiar with have any barriers to managing or building its diversity?","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.021, 'joy': 0.14, 'surprise': 0.17700000000000002, 'trust': 0.256, 'anticipation': 0.44699999999999995}","['diversity?', 'interested', 'have', 'or', 'any']"
104,10D,10D_193,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
105,10D,10D_194,Q,How have you sought to overcome them? And were those barriers present five years ago?,"{'anger': 0, 'trust': 0.025, 'joy': 0.053, 'fear': 0.07, 'disgust': 0.072, 'sadness': 0.087, 'anticipation': 0.3, 'surprise': 0.433}","['them?', 'How', 'ago?', 'were', 'have']"
106,10D,10D_195,A,"Yes, yes and yes [laugh].","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'anger': 0.006, 'surprise': 0.024, 'trust': 0.044, 'disgust': 0.08, 'joy': 0.887}","['[laugh].', 'yes', 'yes', 'Yes,', 'and']"
107,10D,10D_196,Q,Right. What sort of barriers are there then?,"{'sadness': 0, 'anger': 0, 'disgust': 0.044, 'fear': 0.069, 'joy': 0.131, 'trust': 0.138, 'anticipation': 0.29100000000000004, 'surprise': 0.368}","['then?', 'What', 'are', 'there', 'of']"
108,10D,10D_197,A,Well it's that whole thinking - this is how we think. It's not thinking well how does - how do other of our constituents think? Whether that be shareholders or customers or team or school students. How do they think? Because we think like this but - so that's the barrier. A closed mind. It's not asking questions about what should we and how should we and what's different. [Inaudible] [overtalking] 00:48:14 -,"{'anger': 0.012, 'anticipation': 0.033, 'joy': 0.045, 'fear': 0.054, 'trust': 0.085, 'sadness': 0.108, 'surprise': 0.28300000000000003, 'disgust': 0.42200000000000004}","['think?', 'think?', '[Inaudible]', 'Whether', ""what's""]"
109,10D,10D_198,Q,[Overtalking] 00:48:14,"{'joy': 0.024, 'trust': 0.036, 'anticipation': 0.064, 'sadness': 0.067, 'anger': 0.067, 'surprise': 0.105, 'fear': 0.183, 'disgust': 0.495}","['[Overtalking]', '00:48:14']"
110,10D,10D_199,A,"- let's do a skills - we need someone who's got an accountant - okay, great. Well we'll [inaudible] 00:48:18 - well that's fine, but that's just one dimension. It's just - you've got to go the other way. Anyway -","{'sadness': 0, 'fear': 0, 'disgust': 0, 'anger': 0.011, 'surprise': 0.016, 'anticipation': 0.042, 'joy': 0.269, 'trust': 0.7030000000000001}","['fine,', 'okay,', 'skills', 'great.', 'well']"
111,10D,10D_2,A,"Well, it's part of it, yeah.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.024, 'joy': 0.13, 'trust': 0.888}","['yeah.', 'Well,', ""it's"", 'it,', 'part']"
112,10D,10D_20,Q,"Okay. First, how have the composition of boards that you're familiar with changed over time? When did you first get on a board? How many years ago?","{'anger': 0, 'sadness': 0.016, 'disgust': 0.043, 'fear': 0.05, 'trust': 0.08600000000000001, 'joy': 0.159, 'anticipation': 0.323, 'surprise': 0.363}","['time?', 'ago?', 'board?', 'How', 'how']"
113,10D,10D_200,Q,So a stakeholder focus is [overtalking] 00:48:31 -,"{'anger': 0, 'sadness': 0.015, 'fear': 0.041, 'surprise': 0.057, 'disgust': 0.08, 'trust': 0.192, 'anticipation': 0.316, 'joy': 0.341}","['So', 'stakeholder', 'is', '-', 'focus']"
114,10D,10D_201,A,Yeah. Think about who are our stakeholders. Well it's not missing. It's just - I guess I keep coming back to there's still this propensity for functionality. As opposed to -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.194, 'anticipation': 0.217, 'trust': 0.63}","['Yeah.', 'Well', 'still', 'stakeholders.', 'just']"
115,10D,10D_202,Q,Engagement.,"{'anger': 0.023, 'disgust': 0.03, 'fear': 0.034, 'sadness': 0.038, 'surprise': 0.09, 'trust': 0.226, 'anticipation': 0.26, 'joy': 0.34}",['Engagement.']
116,10D,10D_203,A,"engagement thinking, whatever you want to call it.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.075, 'joy': 0.244, 'trust': 0.722}","['whatever', 'thinking,', 'engagement', 'it.', 'to']"
117,10D,10D_204,Q,Stakeholder engagement is not given as much importance as functionality. So why do you think this is the case?,"{'anticipation': 0.007, 'anger': 0.008, 'sadness': 0.05, 'fear': 0.089, 'joy': 0.104, 'surprise': 0.109, 'disgust': 0.312, 'trust': 0.36200000000000004}","['case?', 'why', 'not', 'is', 'is']"
118,10D,10D_205,A,That's changing. That is changing. But it's still a bit of lip service.,"{'anger': 0, 'fear': 0, 'sadness': 0.004, 'surprise': 0.029, 'anticipation': 0.042, 'disgust': 0.162, 'joy': 0.273, 'trust': 0.53}","['changing.', 'changing.', ""it's"", ""That's"", 'That']"
119,10D,10D_206,Q,Do you think there might be some institutional reasons why -,"{'anger': 0, 'sadness': 0.025, 'joy': 0.051, 'fear': 0.076, 'disgust': 0.08, 'trust': 0.107, 'anticipation': 0.301, 'surprise': 0.4}","['why', 'might', 'reasons', 'Do', 'be']"
120,10D,10D_207,A,"Well, [this is why I] 00:49:03 come back to - so in my example, if Lindsay Maxsted said, I want to appoint a 25 - you know, I keep banging on about [Gabrielle] because it's just front of mind.","{'surprise': 0, 'sadness': 0.014, 'fear': 0.041, 'trust': 0.08199999999999999, 'anger': 0.086, 'joy': 0.219, 'anticipation': 0.25, 'disgust': 0.35}","['want', 'come', 'said,', 'because', 'Well,']"
121,10D,10D_208,Q,She's a good example.,"{'sadness': 0, 'anticipation': 0, 'fear': 0, 'anger': 0.009, 'disgust': 0.017, 'surprise': 0.258, 'joy': 0.271, 'trust': 0.485}","['good', ""She's"", 'example.', 'a']"
122,10D,10D_209,A,"She's a great example. There would be howls from the shareholders. Well that's bloody ridiculous. What experience - what could she possibly bring to bear? Now it's up to him to articulate that. But we've got this whole stakeholder group who are up and coming bank consumers who we're not - we're not thinking about how we're going to engage with them in ten, 15, 20 years now. Because we're all 60+, ex-bankers, or there's accountants, maybe a software person or an exCEO. But we can't possibly think like they do.","{'joy': 0, 'surprise': 0.049, 'anticipation': 0.06, 'fear': 0.066, 'sadness': 0.067, 'trust': 0.178, 'anger': 0.238, 'disgust': 0.382}","['who', 'who', 'how', 'what', 'What']"
